,huid,lat_a,lat_b,lat_c
395,huid-9803-AB,4.084201707045365,4.084201759550154,38.0
396,huid-4421-AB,4.047107034527516,4.047107087456365,38.0
397,huid-9857-AB,4.026632714556714,4.026625492682953,38.0
398,huid-14765-AB,4.009746627196625,4.009714282808984,38.0
399,huid-16278-AB,3.246099927344055,3.2460984400108748,38.0
400,huid-1649-AB,3.6085415123056412,3.60854121983113,38.0
401,huid-3163-AA,4.065848274281154,4.065738826014547,38.0
402,huid-10706-AA,4.092276119701486,4.092807001390656,38.0
403,huid-10677-AB,3.5620521698335397,3.5620231393585544,38.0
404,huid-4514-AB,4.0138695102806565,4.013936123320035,38.0
405,huid-9803-AA,4.077177798881434,4.077177789857076,38.0
406,huid-12395-AB,3.7981541247070623,3.7981304735996853,38.0
407,huid-5709-AB,3.454827709457302,3.4548290216198785,38.0
408,huid-14317-AA,3.7044994513759266,3.7044971232049435,38.0
409,huid-8730-AB,4.033910811440168,4.033869546199597,38.0
410,huid-6299-AA,4.487811252734246,4.487808316613795,38.0
411,huid-5048-AB,3.5782744164938323,3.5782276506538007,38.0
412,huid-10097-AB,4.20498006304009,4.20496231507562,38.0
413,huid-12440-AB,3.8170166410399955,3.817018314609186,38.0
414,huid-7010-AA,3.080614815643975,3.080608249807317,38.0
415,huid-7836-AA,3.882212629878946,3.8822126013581744,38.0
416,huid-4237-AB,3.8987357519518104,3.8986854530032473,38.0
417,huid-9168-AA,3.8771569595839117,3.8771507456019387,38.0
418,huid-4117-AB,3.6358975536493925,3.6360343094122944,38.0
419,huid-7985-AB,3.736416862025015,3.7363837984892476,38.0
420,huid-5491-AA,4.057459411269871,4.057539290161623,38.0
421,huid-1608-AB,3.6168946171250584,3.6168912993064026,38.0
422,huid-12410-AB,3.767732329232257,3.7677316414226283,38.0
423,huid-11867-AB,4.2113057020186,4.211911083844454,38.0
424,huid-6574-AA,3.777183720378293,3.7771852880777304,38.0
425,huid-8505-AB,3.706302460157683,3.70630982984522,38.0
426,huid-11453-AA,3.5408085558370237,3.5408129521404135,38.0
427,huid-16205-AA,3.7327738579185397,3.7327642702457107,38.0
428,huid-16205-AB,3.7355495936270855,3.7355516178577055,38.0
429,huid-14373-AA,3.6438292109278163,3.643862958274143,38.0
430,huid-12123-AA,3.8591903084769967,3.8592913521834467,38.0
431,huid-161-AB,3.2651175686384137,3.265123964384445,38.0
432,huid-11689-AB,3.6240511296639375,3.6240418683738382,38.0
433,huid-7970-AB,3.666341328782246,3.666343143156404,38.0
434,huid-15620-AA,3.4093748746647665,3.4094002031661916,38.0
435,huid-7074-AB,3.556082073539314,3.556093526802976,38.0
436,huid-15045-AA,4.019238953586344,4.0192722195753,38.0
437,huid-7866-AA,3.8234016310833843,3.8234651527353383,38.0
438,huid-7890-AB,3.7952416518637193,3.7952417919161476,38.0
439,huid-4429-AB,4.058826424131332,4.058625857997168,38.0
440,huid-10963-AB,4.076019333816703,4.077535614764967,38.0
441,huid-10715-AB,4.094404297789683,4.0944853578094,38.0
442,huid-1667-AB,3.6090641967099004,3.609036857777521,38.0
443,huid-12394-AB,3.8536866482915118,3.8536727247457074,38.0
444,huid-11664-AA,3.642026926484978,3.6420247339173457,38.0
445,huid-13011-AB,3.980721919054079,3.9806855158309995,38.0
446,huid-15027-AA,3.6977823444921323,3.6980140866048163,38.0
447,huid-9125-AA,3.9527044573793457,3.9526326213675516,38.0
448,huid-1649-AA,3.602219964375652,3.602220415272246,38.0
449,huid-6737-AA,3.209976180911146,3.210011150460207,38.0
450,huid-13857-AA,3.9335697653721433,3.9335699298598605,38.0
451,huid-8671-AB,3.6794268273361417,3.679460117464057,38.0
452,huid-386-AB,3.419300239321188,3.419300467637937,38.0
453,huid-8691-AA,3.6070221369575526,3.6070693139773273,38.0
454,huid-9412-AB,3.2482857411004846,3.248284116137573,38.0
455,huid-14272-AB,3.7144848773515378,3.7144852355276137,38.0
456,huid-6990-AB,3.1142933988095365,3.1142882920529624,38.0
457,huid-12287-AA,3.6435391456513266,3.643963016960629,38.0
458,huid-11491-AA,3.547189606782526,3.547143546586731,38.0
459,huid-2790-AA,3.5218050281434405,3.521805301283667,38.0
460,huid-568-AA,4.17825921712633,4.178258868902151,38.0
461,huid-15513-AB,4.221850187470903,4.220445785825898,38.0
462,huid-3929-AB,3.7222057714919927,3.722205826932261,38.0
463,huid-6703-AB,3.201405302114046,3.2014168018480738,38.0
464,huid-9152-AB,3.9358548460652054,3.9358328875340116,38.0
465,huid-380-AB,3.4915530834771156,3.4915564873679408,38.0
466,huid-7579-AA,3.4502039726212685,3.4502039165549747,38.0
467,huid-14991-AB,3.6489036845460467,3.6489117814445904,38.0
468,huid-1855-AB,3.5711417867462423,3.5711422689729746,38.0
469,huid-11896-AB,4.178257722963866,4.178600273354874,38.0
470,huid-13182-AB,3.6229769504183094,3.622983458959655,38.0
471,huid-10715-AA,4.078747366658751,4.079276780573851,38.0
472,huid-6128-AA,3.8717463755681862,3.8717473613436906,38.0
473,huid-16309-AB,3.629191848523613,3.629185731349716,38.0
474,huid-15277-AB,3.620900638790751,3.6209163340175596,38.0
475,huid-6592-AA,3.681100928128794,3.6811156117495125,38.0
476,huid-1228-AB,3.5782047381177535,3.5782046287648375,38.0
477,huid-8063-AA,3.709491596317853,3.7096164634622406,38.0
478,huid-10151-AB,4.775019057492513,4.774686196859959,38.0
479,huid-14382-AB,3.672225569287421,3.6722229643403197,38.0
480,huid-5962-AB,3.3130283160942895,3.31301171887802,38.0
481,huid-14317-AB,3.7054948534405328,3.705494257182388,38.0
482,huid-6755-AA,3.693476704904643,3.693478142893856,38.0
483,huid-3211-AA,3.985550606567403,3.9858198563180127,38.0
484,huid-13824-AA,4.669460110887558,4.66944523353412,38.0
485,huid-4108-AA,3.6533807217177077,3.6533808254437927,38.0
486,huid-992-AA,4.055956147925522,4.055956858706776,38.0
487,huid-12857-AA,4.112082830173612,4.112108346525174,38.0
488,huid-6750-AA,3.70229236491621,3.7022925836481337,38.0
489,huid-5130-AB,3.537568143291628,3.5375555258366926,38.0
490,huid-318-AA,3.8080635007221817,3.8080661277730057,38.0
491,huid-6871-AA,3.6753851126198693,3.6754345721287667,38.0
492,huid-16309-AA,3.6291115759398562,3.629106045821611,38.0
493,huid-4254-AA,3.8913268807737516,3.8914447419925127,38.0
494,huid-1147-AB,3.5619722242894842,3.5619650315793008,38.0
495,huid-6226-AA,4.3801856006747775,4.380143673859396,38.0
496,huid-6830-AA,3.7061703045694916,3.7061670772410777,38.0
497,huid-8989-AB,3.806278599651229,3.80645882559564,38.0
498,huid-2074-AB,4.848621290535629,4.848533881716121,38.0
499,huid-14283-AB,3.79672604646952,3.796733739458536,38.0
500,huid-4237-AA,3.894847388205498,3.8949359625957714,38.0
501,huid-11423-AA,3.5811018027029307,3.581133846249382,38.0
502,huid-440-AA,3.4870193190317913,3.4870217736541207,38.0
503,huid-13500-AB,4.223591615951227,4.223665256927378,38.0
504,huid-3987-AB,3.670303777106314,3.6703040148509958,38.0
505,huid-5048-AA,3.5738603728219753,3.573837774627063,38.0
506,huid-11637-AA,3.6143667437730858,3.6141094570381673,38.0
507,huid-8692-AB,3.642202915146658,3.6422043822482313,38.0
508,huid-8692-AA,3.636635139866678,3.636636462923901,38.0
509,huid-4805-AA,3.19744381813714,3.197414876581589,38.0
510,huid-13130-AA,3.2809487028256292,3.280957748683905,38.0
511,huid-12410-AA,3.75972483773304,3.759724738731862,38.0
512,huid-15016-AA,3.6962957117340296,3.6962739085014924,38.0
513,huid-15079-AB,4.066664710243213,4.066422517519544,38.0
514,huid-9139-AB,3.902968343778352,3.9041270988865207,38.0
515,huid-9043-AA,3.8539556668924773,3.853960641921787,38.0
516,huid-15818-AB,3.7451448302218466,3.745143106255451,38.0
517,huid-291-AA,3.779128484782998,3.7791253481100284,38.0
518,huid-4838-AA,3.141678027965436,3.141677100392112,38.0
519,huid-14122-AA,3.2609251538612454,3.2607365749403256,38.0
520,huid-4850-AA,3.303789727777533,3.3037893889645686,38.0
521,huid-1157-AA,3.570960919713456,3.5706269739528844,38.0
522,huid-16278-AA,3.2449323642923042,3.2449328512999203,38.0
523,huid-11453-AB,3.539394437772607,3.5405097611724927,38.0
524,huid-6577-AB,3.7420574957151924,3.7420697610383615,38.0
525,huid-13689-AB,3.584861288402014,3.5848620695015714,38.0
526,huid-13175-AA,3.6624473121657197,3.6625332850848635,38.0
527,huid-7138-AA,3.524701225511444,3.5247008108503297,38.0
528,huid-14765-AA,4.002320035715402,4.0023218770584235,38.0
529,huid-14279-AB,3.7827015491878244,3.782702677272264,38.0
530,huid-12340-AB,3.7142353449512235,3.7142226406042544,38.0
531,huid-1230-AA,3.54790553459291,3.54790173138089,38.0
532,huid-4141-AA,3.668273665575317,3.668273927752055,38.0
533,huid-13175-AB,3.6682145520050837,3.668215098406164,38.0
534,huid-10952-AA,4.062752620567166,4.0627451553770335,38.0
535,huid-4850-AB,3.304081406117441,3.304080920653717,38.0
536,huid-4805-AB,3.2029467838204786,3.202955347195418,38.0
537,huid-3951-AB,3.7167932588824475,3.7167931990287384,38.0
538,huid-8922-AA,4.24295167529346,4.242641207320321,38.0
539,huid-10604-AB,3.604741531652627,3.6051220620263873,38.0
540,huid-9661-AB,3.7411039015967953,3.741165342809042,38.0
541,huid-9139-AA,3.9070901959894173,3.9070649962740425,38.0
542,huid-15818-AA,3.7438007324686824,3.7437903942889013,38.0
543,huid-4457-AB,4.051351659519403,4.051351293480517,38.0
544,huid-5514-AA,4.054148324057103,4.054141696210252,38.0
545,huid-14759-AB,4.034386839057882,4.034138759312337,38.0
546,huid-5943-AB,3.253042677571792,3.2530428452409113,38.0
547,huid-13394-AA,4.067018227283547,4.066843561781258,38.0
548,huid-9794-AA,3.6398358785091243,3.639835896164396,38.0
549,huid-14393-AA,2.878485466007175,2.878581074315696,38.0
550,huid-3439-AA,3.312044504456259,3.3120430703695,38.0
551,huid-2790-AB,3.5245191742300555,3.524518720428148,38.0
552,huid-3211-AB,3.9937859046951836,3.993673816930096,38.0
553,huid-9614-AA,3.7756373276131034,3.7756376911643024,38.0
554,huid-8658-AA,3.5979828358350416,3.5979822930988368,38.0
555,huid-2631-AB,3.299180508516213,3.299177861281445,38.0
556,huid-4144-AA,3.6225995945610046,3.6226012379615,38.0
557,huid-4457-AA,4.046970850659304,4.046970884512753,38.0
558,huid-440-AB,3.4856005033684045,3.485570582739912,38.0
559,huid-2688-AB,3.2540273288344044,3.25401363335393,38.0
560,huid-10675-AB,3.596783066277852,3.596800876740403,38.0
561,huid-6990-AA,3.111272043645323,3.1112691528869623,38.0
562,huid-14272-AA,3.71083472250724,3.710834867593757,38.0
563,huid-3588-AB,3.2515334490427774,3.2515432794330033,38.0
564,huid-7367-AA,3.9377927071481715,3.937826712920925,38.0
565,huid-10604-AA,3.5863093564433375,3.5863752099526365,38.0
566,huid-8760-AB,4.1262740991607565,4.126274173942277,38.0
567,huid-10270-AB,4.32162332729106,4.321791769949338,38.0
568,huid-12340-AA,3.721386740653628,3.7213137831743976,38.0
569,huid-14299-AB,3.792421194355835,3.792094784105355,38.0
570,huid-9446-AA,3.273842784019351,3.273840043432829,38.0
571,huid-4322-AB,3.9527742917172004,3.9527627057492167,38.0
572,huid-9859-AB,4.034265994682051,4.034364006613951,38.0
573,huid-8068-AA,3.6359654335140803,3.635967564799097,38.0
574,huid-8387-AB,3.9300494742619936,3.9300656228383652,38.0
575,huid-13689-AA,3.5750187706480423,3.575020929257627,38.0
576,huid-4659-AB,3.4104241193408926,3.4104267386650355,38.0
577,huid-7606-AA,3.4501982130912183,3.4501905508536104,38.0
578,huid-851-AB,4.16624581556604,4.16624625372089,38.0
579,huid-4141-AB,3.666221611676959,3.6662212434412953,38.0
580,huid-8844-AB,4.071456367870818,4.071438568355121,38.0
581,huid-11709-AA,3.635460182279805,3.635385924808431,38.0
582,huid-15456-AB,4.295158481201616,4.295146429899922,38.0
583,huid-13990-AA,3.7668236453584183,3.766823903313789,38.0
584,huid-11246-AA,4.046357705407942,4.046447100897427,38.0
585,huid-12022-AB,4.105760045483116,4.105764977502424,38.0
586,huid-7226-AA,3.680195352767177,3.6801951259074386,38.0
587,huid-6105-AA,3.8493223860311563,3.8493224833040554,38.0
588,huid-6577-AA,3.7376825948991184,3.7376609528960865,38.0
589,huid-4450-AB,3.985414718001806,3.985414663275323,38.0
590,huid-8237-AA,4.523947663126686,4.523714774747998,38.0
591,huid-4957-AB,3.265115860908067,3.2651084236732326,38.0
592,huid-10779-AB,4.06321575964964,4.063554372663856,38.0
593,huid-1785-AB,3.5277330072209536,3.527733004283038,38.0
594,huid-4288-AB,3.909046437385991,3.9091952305644346,38.0
595,huid-9259-AB,3.963938300414353,3.9639383673102078,38.0
596,huid-772-AB,4.185619149528382,4.185619174865918,38.0
597,huid-6200-AA,4.413747908470282,4.413748592024804,38.0
598,huid-5252-AA,4.18905297376435,4.189048957025025,38.0
599,huid-16047-AA,3.6128469707645805,3.6128491458715684,38.0
600,huid-8743-AB,4.089329662114588,4.089187294375804,38.0
601,huid-6226-AB,4.390126529529039,4.390498990801794,38.0
602,huid-12419-AA,3.810423134224155,3.8104330031488525,38.0
603,huid-13375-AB,4.092568181048261,4.092429466093963,38.0
604,huid-3299-AB,3.8668761038166317,3.866876060202674,38.0
605,huid-10404-AA,3.9019374884004803,3.9019373940149866,38.0
606,huid-780-AA,4.0848975424927625,4.084898276809756,38.0
607,huid-7268-AB,3.698743887863049,3.698846962821628,38.0
608,huid-14907-AA,3.727332707510801,3.7273293872067543,38.0
609,huid-4127-AB,3.630309753710214,3.6302686526258796,38.0
610,huid-7175-AA,3.6600359980524058,3.660033649227038,38.0
611,huid-4477-AA,4.029559270444856,4.029562227517424,38.0
612,huid-12367-AB,3.661343544729706,3.6612914412630695,38.0
613,huid-633-AB,4.134496394159635,4.1344961958130835,38.0
614,huid-6349-AB,4.290720985150054,4.2907199796186575,38.0
615,huid-8797-AA,4.024199252208468,4.024173654287147,38.0
616,huid-4095-AB,3.653957564471245,3.6539577675842416,38.0
617,huid-338-AA,3.7467013220309937,3.74670098218048,38.0
618,huid-7579-AB,3.4520599055945946,3.4520600542633257,38.0
619,huid-964-AA,4.063571812506087,4.063789978423306,38.0
620,huid-2694-AA,3.2938267680478956,3.293826964665946,38.0
621,huid-14283-AA,3.7910333639458815,3.7910338323462294,38.0
622,huid-6416-AB,4.256812685253489,4.25668608311417,38.0
623,huid-12287-AB,3.6470157676788326,3.646564525273657,38.0
624,huid-12358-AB,3.6436426258029355,3.6436191445475536,38.0
625,huid-14382-AA,3.6693328629008346,3.6693315154045325,38.0
626,huid-1972-AB,4.817852948777559,4.817858509585086,38.0
627,huid-10625-AB,3.564867903266736,3.5650892663200433,38.0
628,huid-6547-AB,3.692694267273566,3.6927092041781777,38.0
629,huid-13409-AB,4.05988850528536,4.059778908933396,38.0
630,huid-14500-AA,3.5821376527730875,3.5821323413498205,38.0
631,huid-6592-AB,3.6810221747954994,3.6810218996536554,38.0
632,huid-2074-AA,4.843017829206833,4.843030999624589,38.0
633,huid-41-AA,3.194189819852742,3.1941945078556118,38.0
634,huid-8237-AB,4.533406727505659,4.532912703408971,38.0
635,huid-14596-AB,4.304241421284088,4.304068248285591,38.0
636,huid-15022-AB,3.6385322254885173,3.6385332810648854,38.0
637,huid-11398-AA,3.7475052669484348,3.7476058793101013,38.0
638,huid-1081-AB,3.5391956632184858,3.5391932407572684,38.0
639,huid-6200-AB,4.3899735432857945,4.389973285180505,38.0
640,huid-10915-AB,4.148770496399939,4.149780754947286,38.0
641,huid-9043-AB,3.855168163396756,3.8551878134897,38.0
642,huid-10606-AB,3.500667703637736,3.5006395816453693,38.0
643,huid-10990-AA,4.084816243140459,4.085004346994815,38.0
644,huid-1549-AB,4.128024253824188,4.12803864946019,38.0
645,huid-11491-AB,3.548976503372699,3.548293734479193,38.0
646,huid-12395-AA,3.794515212347116,3.794535528006848,38.0
647,huid-14373-AB,3.6467650391403814,3.6467712623444233,38.0
648,huid-15366-AA,3.781261046181458,3.781238091087891,38.0
649,huid-7268-AA,3.69728554089214,3.6972855336718364,38.0
650,huid-13872-AB,3.8700359239931172,3.870035222871497,38.0
651,huid-13046-AA,3.975096106902043,3.9751285780994534,38.0
652,huid-14881-AA,3.707185251280762,3.7072005569836657,38.0
653,huid-6755-AB,3.6932626197504734,3.693262394143739,38.0
654,huid-10726-AB,4.0644321832264945,4.064889543442234,38.0
655,huid-9858-AA,4.010378506199263,4.010405259256266,38.0
656,huid-12935-AB,3.7065156066984573,3.706509384969174,38.0
657,huid-7202-AB,3.6380267251756924,3.637913606060196,38.0
658,huid-8844-AA,4.056584101323726,4.056583094525134,38.0
659,huid-7836-AB,3.8886668743416446,3.8886667195988123,38.0
660,huid-15277-AA,3.613859665538616,3.6138520613911083,38.0
661,huid-8546-AB,3.7167061756160433,3.7167374008362883,38.0
662,huid-11423-AB,3.5858353371780476,3.5856026863849104,38.0
663,huid-722-AA,4.109133945976472,4.10913588015262,38.0
664,huid-9584-AA,3.7539020563562207,3.7538606354626145,38.0
665,huid-10131-AB,4.21290058482179,4.212916366193728,38.0
666,huid-8989-AA,3.800527235159036,3.80011636181181,38.0
667,huid-1059-AA,4.171644781790992,4.171655179487689,38.0
668,huid-13713-AB,4.026576454357101,4.0266593228262275,38.0
669,huid-12972-AB,3.722136139420321,3.7221519096585447,38.0
670,huid-563-AB,4.117186165688963,4.117186283423919,38.0
671,huid-6653-AB,3.192106958253004,3.192106931220769,38.0
672,huid-8760-AA,4.09159407136263,4.091588552447593,38.0
673,huid-12358-AA,3.6441282383511524,3.644001626961728,38.0
674,huid-13202-AA,3.6156827979994985,3.615682106999388,38.0
675,huid-8788-AB,4.062384182991513,4.062430147631019,38.0
676,huid-11896-AA,4.173785779426632,4.174355508385214,38.0
677,huid-7463-AB,4.887362863494838,4.885987771219785,38.0
678,huid-6844-AA,3.7353079923683765,3.735311612735016,38.0
679,huid-10990-AB,4.09471083758004,4.0950478267792745,38.0
680,huid-15217-AA,3.6649965825519772,3.6649942115735565,38.0
681,huid-1059-AB,4.189136099578861,4.189372003663197,38.0
682,huid-7210-AA,3.64093967168459,3.640941203692705,38.0
683,huid-923-AB,4.102323249605625,4.100632706678536,38.0
684,huid-8572-AB,3.743692767566562,3.743674267301869,38.0
685,huid-1572-AA,4.060074961522982,4.060007770640973,38.0
686,huid-13666-AB,3.571299552804107,3.5713059949207318,38.0
687,huid-14368-AA,3.719959847195491,3.719957060569055,38.0
688,huid-11539-AA,3.5906499126620046,3.5903965961795703,38.0
689,huid-997-AA,4.0595489159525515,4.059588722693742,38.0
690,huid-5097-AB,3.5798795953746123,3.579842350274299,38.0
691,huid-14991-AA,3.645806931300227,3.6458102513094284,38.0
692,huid-1972-AA,4.817903369620221,4.817902657508835,38.0
693,huid-10726-AA,4.040715302132517,4.0397019411835275,38.0
694,huid-14707-AA,4.018512864707101,4.018548273782162,38.0
695,huid-1086-AB,3.5356060709550095,3.535603557373923,38.0
696,huid-4338-AB,3.867354908634639,3.867312013450032,38.0
697,huid-14511-AA,3.570165644110653,3.5701655637222687,38.0
698,huid-426-AA,3.4620719625559593,3.4620718433531525,38.0
699,huid-13950-AB,3.7789871372721424,3.7789671603056596,38.0
700,huid-14918-AA,3.7287107744094454,3.728479901533111,38.0
701,huid-10429-AA,3.868477967602171,3.868479415291212,38.0
702,huid-1147-AA,3.5594976300224914,3.559396589503846,38.0
703,huid-14596-AA,4.294747526316253,4.294747712578471,38.0
704,huid-8922-AB,4.240176289759043,4.2401799867345575,38.0
705,huid-3359-AA,3.828359151318315,3.828385408976654,38.0
706,huid-13202-AB,3.619878008690481,3.6198762208379165,38.0
707,huid-10151-AA,4.724911753414961,4.717413612651298,38.0
708,huid-4659-AA,3.408932568292196,3.408936029393426,38.0
709,huid-9283-AB,3.978746868392607,3.97873883160662,38.0
710,huid-14122-AB,3.261748624050317,3.262082312486038,38.0
711,huid-14500-AB,3.5867883307570976,3.5875488902712585,38.0
712,huid-5514-AB,4.056997779197166,4.057000740782249,38.0
713,huid-772-AA,4.197799757811646,4.197799436890497,38.0
714,huid-8762-AA,4.008196733256422,4.008196180611862,38.0
715,huid-3359-AB,3.830800439748248,3.830814499131145,38.0
716,huid-2482-AB,4.662412273086341,4.662417065197689,38.0
717,huid-6475-AB,3.735478749049647,3.7354982098838416,38.0
718,huid-5491-AB,4.062465048181245,4.062463865601763,38.0
719,huid-13020-AA,3.988501217005464,3.988513863398728,38.0
720,huid-10706-AB,4.102744158501671,4.103203138488428,38.0
721,huid-997-AB,4.078758301689062,4.078768755607638,38.0
722,huid-13215-AB,3.591064666037743,3.5910479973161844,38.0
723,huid-7399-AA,3.8483257507641997,3.8483262437952335,38.0
724,huid-11262-AB,4.015036536095031,4.014832377835355,38.0
725,huid-8063-AB,3.7106083579821147,3.7106126926882466,38.0
726,huid-9676-AA,3.673001562809681,3.6729978276922206,38.0
727,huid-1534-AA,4.029358997503807,4.029357537358118,38.0
728,huid-9658-AA,3.800168681085007,3.8001695561330107,38.0
729,huid-10963-AA,4.0625996377877325,4.062609165142753,38.0
730,huid-6448-AB,4.268519920719697,4.268543031055607,38.0
731,huid-13824-AB,4.655370278044788,4.655361321446069,38.0
732,huid-12474-AB,3.60303879494749,3.603000152899,38.0
733,huid-271-AB,3.7991552756366804,3.7995451906260516,38.0
734,huid-2707-AA,3.3035854370538296,3.303584155407511,38.0
735,huid-11689-AA,3.6221706608092803,3.622171074823837,38.0
736,huid-5295-AB,4.081700566941704,4.081588491335214,38.0
737,huid-4514-AA,4.004578972683565,4.004585645310535,38.0
738,huid-4322-AA,3.945386769236631,3.9453853482103316,38.0
739,huid-3744-AA,3.548756217297516,3.5487562703215274,38.0
740,huid-318-AB,3.8166071241042476,3.8166077638442646,38.0
741,huid-3977-AB,3.704879931831233,3.7049139876560484,38.0
742,huid-9794-AB,3.747051437258025,3.747051239045008,38.0
743,huid-8005-AB,3.639614672899649,3.6396147264843415,38.0
744,huid-1228-AA,3.5756828103013323,3.5756857596892146,38.0
745,huid-10799-AA,4.044016949921525,4.045906465856266,38.0
746,huid-9118-AB,3.9025177079499396,3.903497668489226,38.0
747,huid-1157-AB,3.5743286929791274,3.5743194122033284,38.0
748,huid-14299-AA,3.7808383152574945,3.7808417726618924,38.0
749,huid-8005-AA,3.6357200161268484,3.6357200130360767,38.0
750,huid-14703-AA,3.9873636689563097,3.9873425848358997,38.0
751,huid-13130-AB,3.2888384528159573,3.288838227925441,38.0
752,huid-9125-AB,3.9589385678690743,3.9596897598594634,38.0
753,huid-11702-AA,3.5948040481093932,3.594803690119477,38.0
754,huid-5480-AA,4.088182830537117,4.088187831833841,38.0
755,huid-8671-AA,3.6741638098146416,3.674171856082001,38.0
756,huid-12474-AA,3.608644176848495,3.6085596021355157,38.0
757,huid-14907-AB,3.7341647423248285,3.734145584043013,38.0
758,huid-14922-AA,3.68473934429722,3.6848832416496493,38.0
759,huid-4095-AA,3.648533272624744,3.648533026832494,38.0
760,huid-1081-AA,3.5377355657390988,3.5377344614324047,38.0
761,huid-4117-AA,3.617155160508935,3.617151109350902,38.0
762,huid-9584-AB,3.7622968301897757,3.762146511172018,38.0
763,huid-5499-AA,4.096337001897556,4.096356742570098,38.0
764,huid-1230-AB,3.5490459448531317,3.5489913270134577,38.0
765,huid-12347-AA,3.6656411517811307,3.6656317050028475,38.0
766,huid-7237-AB,3.673318707896486,3.673319770705027,38.0
767,huid-7041-AB,3.496853930728036,3.4968538878914774,38.0
768,huid-11867-AA,4.188857206905714,4.187794065557685,38.0
769,huid-4423-AA,4.077843695476372,4.077843766819704,38.0
770,huid-386-AA,3.417787100373975,3.417787468603327,38.0
771,huid-10333-AA,4.3182847106166875,4.318225095340911,38.0
772,huid-8956-AB,4.23478061522212,4.234762005580981,38.0
773,huid-1905-AB,3.4871468879001033,3.4871737177950783,38.0
774,huid-11709-AB,3.637209772018258,3.6372225178194175,38.0
775,huid-3553-AA,3.2550749987538605,3.2546452648121975,38.0
776,huid-13991-AB,3.7553257323482887,3.7553679646296008,38.0
777,huid-13713-AA,4.017395227692729,4.0174849708762705,38.0
778,huid-15159-AB,2.9480248037382726,2.948027930523114,38.0
779,huid-7010-AB,3.084707403098669,3.084699323736658,38.0
780,huid-12022-AA,4.096324035118103,4.09632280312093,38.0
781,huid-1785-AA,3.522731251396641,3.5227312770577974,38.0
782,huid-11910-AA,4.1064946565886995,4.103979117702063,38.0
783,huid-12757-AA,3.969936689844748,3.969983077392441,38.0
784,huid-13845-AB,3.8604389760393962,3.8604374143591063,38.0
785,huid-6475-AA,3.7305217896755254,3.730521487376138,38.0
786,huid-3553-AB,3.255731461601392,3.255759602223105,38.0
787,huid-7985-AA,3.7321663294608878,3.7321566482828064,38.0
788,huid-16344-AA,3.568010647672563,3.5680105012427976,38.0
789,huid-8970-AB,3.991832720739396,3.9918346608813584,38.0
